name,rating,price,zip_code,categories,cuisine,borough
The Common,4.5,$$,11209,"Breakfast & Brunch, New American, Comfort Food",American,"Staten Island, NY"
Serena Bistro,5.0,Not Available,10309,"Seafood, Steakhouses, Cocktail Bars",American,"Staten Island, NY"
Villa Paradiso,4.0,$$$,10308,"Steakhouses, Italian",American,"Staten Island, NY"
Da Andrea - Greenwich Village,4.5,$$,10011,"Italian, Mediterranean, Breakfast & Brunch",American,"Staten Island, NY"
Manor Restaurant,4.0,$$,10314,New American,American,"Staten Island, NY"
Rosebank Tavern,4.5,$$,10305,"Bars, American",American,"Staten Island, NY"
Miller's Ale House,3.5,$$,10314,"American, Sports Bars",American,"Staten Island, NY"
The Local,4.5,$$,10314,"Bars, New American",American,"Staten Island, NY"
Vine and Oak Tavern,4.0,Not Available,07016,"Comfort Food, Wine Bars, Cocktail Bars",American,"Staten Island, NY"
DIG,4.0,Not Available,11201,New American,American,"Staten Island, NY"
Aunt Butchies of Brooklyn,4.0,$$,10309,"Italian, Cocktail Bars, Venues & Event Spaces",American,"Staten Island, NY"
Nicki’s place,5.0,Not Available,10314,"Breakfast & Brunch, Coffee & Tea, Sandwiches",American,"Staten Island, NY"
Stick a Fork In It,5.0,Not Available,07748,"American, Southern",American,"Staten Island, NY"
Griff's Place,4.0,$$,10306,"Sports Bars, American, Desserts",American,"Staten Island, NY"
Joyce's Tavern,4.0,$$,10312,"Irish Pub, American",American,"Staten Island, NY"
David Burke TImeout Market,4.5,Not Available,11201,New American,American,"Staten Island, NY"
Max's Es-Ca,4.0,$$,10304,"Italian, Bars",American,"Staten Island, NY"
Li Greci's Staaten,4.0,$$,10310,"New American, Venues & Event Spaces",American,"Staten Island, NY"
Whiskey Hideaway,4.0,Not Available,10303,"Bars, New American, Salad",American,"Staten Island, NY"
True Food Kitchen,4.0,Not Available,08837,"New American, Breakfast & Brunch, Comfort Food",American,"Staten Island, NY"
Trakside Bar & Grill,3.5,$$,10306,"Bars, American",American,"Staten Island, NY"
Angel's Tavern,4.5,Not Available,10314,"Mediterranean, Italian, American",American,"Staten Island, NY"
Deluca's Italian Restaurant,4.5,$$$,10307,"Italian, Seafood, Cocktail Bars",American,"Staten Island, NY"
Taverna On The Bay,4.5,$$,10304,"Seafood, Mediterranean, Wine Bars",American,"Staten Island, NY"
Terminal 1,4.5,$$,10305,"Polish, Sports Bars, Lounges",American,"Staten Island, NY"
Mike's Unicorn Diner,3.0,$$,10314,"American, Diners, Greek",American,"Staten Island, NY"
Whiskey Tavern,4.5,$$,10013,"Whiskey Bars, Burgers, Chicken Wings",American,"Staten Island, NY"
Detox Juice Bar & Kabab Grill,4.5,Not Available,10302,"Juice Bars & Smoothies, Kebab, Breakfast & Brunch",American,"Staten Island, NY"
Ronnie's Sandwich Shoppe,4.5,Not Available,10306,"Sandwiches, Breakfast & Brunch, Burgers",American,"Staten Island, NY"
Emmett's,4.0,$$,10012,"American, Pizza, Sandwiches",American,"Staten Island, NY"
Basilio Inn,4.5,$$,10305,"Italian, New American",American,"Staten Island, NY"
O'Neills,4.0,$$,10302,"Bars, Irish, American",American,"Staten Island, NY"
Ruddy and Dean,4.0,$$$,10301,Steakhouses,American,"Staten Island, NY"
Kujira Japanese cuisine,5.0,Not Available,10308,Japanese,Japanese,"Staten Island, NY"
Miyabi Asian Fusion,4.5,$$,10302,"Sushi Bars, Japanese, Thai",Japanese,"Staten Island, NY"
Nori izakaya,4.5,Not Available,10305,"Ramen, Sushi Bars",Japanese,"Staten Island, NY"
Sakana Sushi & Hibachi Steakhouse,4.0,$$,10304,"Sushi Bars, Steakhouses",Japanese,"Staten Island, NY"
Yaho Sushi,4.5,Not Available,10309,"Sushi Bars, Japanese, Acai Bowls",Japanese,"Staten Island, NY"
Sushi Wen,4.5,$$,10310,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Genki Sushi,4.0,$$,10308,Sushi Bars,Japanese,"Staten Island, NY"
Nori Sushi,3.5,$$,10306,"Sushi Bars, Japanese",Japanese,"Staten Island, NY"
Sayori Japanese Restaurant,4.0,$$,10302,"Japanese, Sushi Bars, Poke",Japanese,"Staten Island, NY"
Ocean Sushi,4.5,$$,10312,Sushi Bars,Japanese,"Staten Island, NY"
Fushimi Todt Hill,3.5,$$,10306,"Japanese, Lounges",Japanese,"Staten Island, NY"
Goku Kitchen,4.5,Not Available,10302,Asian Fusion,Japanese,"Staten Island, NY"
Yosuki Sushi,4.5,Not Available,10309,Sushi Bars,Japanese,"Staten Island, NY"
Misaki Sushi,4.0,$$,10309,"Sushi Bars, Salad, Noodles",Japanese,"Staten Island, NY"
Salmon Sushi,4.5,Not Available,10305,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Sapporo Sushi House,3.5,$$,10314,"Sushi Bars, Japanese",Japanese,"Staten Island, NY"
Asa Bowl,4.0,Not Available,10301,"Ramen, Poke, Bubble Tea",Japanese,"Staten Island, NY"
Simple Asia,4.5,$$,10306,"Chinese, Sushi Bars, Ramen",Japanese,"Staten Island, NY"
Sanma,3.5,$$,10314,"Sushi Bars, Japanese",Japanese,"Staten Island, NY"
Sakai Ramen,4.0,$$,10314,"Tapas/Small Plates, Ramen, Bubble Tea",Japanese,"Staten Island, NY"
Ohkami Ramen,4.5,$$,10312,Ramen,Japanese,"Staten Island, NY"
Mizuumi,4.5,Not Available,10314,"Japanese, Sushi Bars, Noodles",Japanese,"Staten Island, NY"
SOBOKU,5.0,Not Available,11231,Japanese,Japanese,"Staten Island, NY"
Tokyo Sushi Korean BBQ,3.5,$$,10314,"Japanese, Sushi Bars, Korean",Japanese,"Staten Island, NY"
Wasabi Steak and Sushi,4.0,Not Available,10301,"Sushi Bars, Steakhouses, Japanese",Japanese,"Staten Island, NY"
Mountain Fusion,4.0,$$,10314,"Sushi Bars, Bars, Ramen",Japanese,"Staten Island, NY"
Hitto Ramen,4.0,Not Available,10314,Ramen,Japanese,"Staten Island, NY"
Fuji Sushi,3.0,$$,10305,Sushi Bars,Japanese,"Staten Island, NY"
Omakase Sushi By Hiro,4.5,Not Available,11235,Sushi Bars,Japanese,"Staten Island, NY"
Manna Sushi,5.0,$$,07067,"Japanese, Sushi Bars, Juice Bars & Smoothies",Japanese,"Staten Island, NY"
Tomo Japanese Restaurant,4.0,$$,10312,"Japanese, Sushi Bars, Soup",Japanese,"Staten Island, NY"
Avocado Sushi,3.5,Not Available,10314,Sushi Bars,Japanese,"Staten Island, NY"
Makoto,4.0,$$,07001,"Sushi Bars, Japanese, Asian Fusion",Japanese,"Staten Island, NY"
Fujisawa Asian Bistro,5.0,Not Available,11235,"Asian Fusion, Sushi Bars, Ramen",Japanese,"Staten Island, NY"
Avocado Sushi,3.5,Not Available,10305,Sushi Bars,Japanese,"Staten Island, NY"
Hitto Ramen,4.0,$$,10305,Ramen,Japanese,"Staten Island, NY"
Hong Kong Kei One,4.5,$,10308,"Asian Fusion, Chinese, Bubble Tea",Japanese,"Staten Island, NY"
Izakaya Ajimi,4.5,$$,11214,"Izakaya, Ramen",Japanese,"Staten Island, NY"
Arirang Hibachi Steakhouse,3.5,$$,10308,"Sushi Bars, Steakhouses, Japanese",Japanese,"Staten Island, NY"
Gohan Sushi,4.5,Not Available,11209,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Hayaku Japanese Hibachi,5.0,Not Available,07016,"Japanese, Seafood, Steakhouses",Japanese,"Staten Island, NY"
Yoshi Restaurant,4.5,$$,07095,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Mizu Hibachi Japanese Fusion,3.5,$$,10307,Japanese,Japanese,"Staten Island, NY"
Genki Sushi,3.5,$$,10312,"Japanese, Salad, Sushi Bars",Japanese,"Staten Island, NY"
Wasai Bistro,4.5,$$$,07016,"French, Japanese",Japanese,"Staten Island, NY"
Sapporo,4.5,$$,11209,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Fushimi Tottenville,3.5,$$,10309,"Sushi Bars, Japanese, Lounges",Japanese,"Staten Island, NY"
Kiku Sushi,3.5,$$,10312,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Otaiko Hibachi & Sushi Lounge,4.0,$$,07002,"Japanese, Sushi Bars, Sports Bars",Japanese,"Staten Island, NY"
East Sushi Japanese Restaurant,3.5,$,10312,"Japanese, Sushi Bars",Japanese,"Staten Island, NY"
Cantina Mexicana,4.0,$$,10306,Mexican,Mexican,"Staten Island, NY"
Taqueria Mexican Restaurant,4.5,Not Available,10314,Mexican,Mexican,"Staten Island, NY"
Sofia's Taqueria,4.0,$$,10305,"Mexican, Cocktail Bars",Mexican,"Staten Island, NY"
Mezcals Mexican Restaurant,4.0,$$,10314,Mexican,Mexican,"Staten Island, NY"
MERCADO ARIANA,4.0,Not Available,10308,"Mexican, Tex-Mex",Mexican,"Staten Island, NY"
La Iguana Azul,4.0,$$,10308,Mexican,Mexican,"Staten Island, NY"
Mexican cantina,3.5,$$,10314,Mexican,Mexican,"Staten Island, NY"
Maizal Restaurant,4.0,$$,10305,"Mexican, Bars",Mexican,"Staten Island, NY"
Yolpaqui Taqueria,4.0,$$,10302,Mexican,Mexican,"Staten Island, NY"
Taqueria El Gallo Azteca,4.5,$,10301,Mexican,Mexican,"Staten Island, NY"
Panaderia La Mixteca Poblana,4.5,$,10301,"Mexican, Delis",Mexican,"Staten Island, NY"
Beso,4.0,$$$,10301,"Spanish, Tapas Bars, Bars",Mexican,"Staten Island, NY"
Ho’Brah a Taco Joint,4.0,$$,10306,"Cocktail Bars, Tacos, Beer Bar",Mexican,"Staten Island, NY"
Mariachi Mexican Restaurant,3.5,Not Available,07041,Mexican,Mexican,"Staten Island, NY"
La Hacienda Restaurant,5.0,Not Available,08861,Mexican,Mexican,"Staten Island, NY"
Sofia's Taqueria - Amboy,3.5,$$,10312,"Cocktail Bars, Mexican, Empanadas",Mexican,"Staten Island, NY"
Tamales,4.0,Not Available,10302,Mexican,Mexican,"Staten Island, NY"
Lobo Loco Mexican Cantina,2.5,$$,10306,"Salad, Mexican, Cocktail Bars",Mexican,"Staten Island, NY"
Matamoros,5.0,Not Available,10302,Mexican,Mexican,"Staten Island, NY"
San Isidro,4.5,Not Available,07203,"Mexican, Desserts, Salad",Mexican,"Staten Island, NY"
La Casa del Taco,3.5,Not Available,10302,Tacos,Mexican,"Staten Island, NY"
Taqueria Oaxaca,4.0,$,10307,Mexican,Mexican,"Staten Island, NY"
Taqueria Restaurant Tres Amigos,3.5,$$,10307,"Mexican, Spanish, Bars",Mexican,"Staten Island, NY"
El Ranchito Mexican Restaurant,4.0,$,07095,Mexican,Mexican,"Staten Island, NY"
Ho'Brah a taco joint,3.5,$$,10301,"Mexican, Hawaiian",Mexican,"Staten Island, NY"
La Malinche Restaurant,4.5,$,07065,Mexican,Mexican,"Staten Island, NY"
Los Corrales Mexican Restaurant,4.5,$,07735,Mexican,Mexican,"Staten Island, NY"
Johnny Tequila's,4.0,$$,07203,"Mexican, Sports Bars, Vegan",Mexican,"Staten Island, NY"
La Cabaña Restaurant,4.0,$$,07201,Mexican,Mexican,"Staten Island, NY"
Lobo Loco Mexican Cantina,3.0,$$,11209,Mexican,Mexican,"Staten Island, NY"
La Candela Espanola,3.0,$$,10308,"Spanish, Mexican, Seafood",Mexican,"Staten Island, NY"
Birria Mania,4.0,Not Available,11209,"Mexican, Ramen, Cheesesteaks",Mexican,"Staten Island, NY"
El Patron 2,3.0,Not Available,10305,Mexican,Mexican,"Staten Island, NY"
Jose Tejas,4.0,$$,08830,"Cajun/Creole, Mexican, American",Mexican,"Staten Island, NY"
Burrito Bar and Restaurant,3.0,$$,10310,"Mexican, Bars",Mexican,"Staten Island, NY"
La Contenta,4.5,$$,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,"Staten Island, NY"
Ho’ Brah Taco Joint,3.0,$$,10309,"Mexican, Cocktail Bars",Mexican,"Staten Island, NY"
El Aguila Dorada ,4.0,$$,07002,Mexican,Mexican,"Staten Island, NY"
Asado By Butterknife & Hammer,4.5,$$,07040,"Tacos, Tapas/Small Plates",Mexican,"Staten Island, NY"
Casa Pelaez,4.0,$$,08859,Tex-Mex,Mexican,"Staten Island, NY"
El Pollo Restaurant & Bar,3.0,$,10304,"Spanish, Bars, Latin American",Mexican,"Staten Island, NY"
Cafe Con Pan,4.0,$,10306,"Mexican, Bakeries, Breakfast & Brunch",Mexican,"Staten Island, NY"
El Aguila Dorada,4.0,$$,07002,Mexican,Mexican,"Staten Island, NY"
Rinconcito Paisa,3.5,$$,10303,"Colombian, Seafood, Steakhouses",Mexican,"Staten Island, NY"
El Ranchero Taqueria & Pizzeria,4.5,Not Available,07735,Mexican,Mexican,"Staten Island, NY"
Caliza,5.0,Not Available,10013,"Cocktail Bars, Mexican, Breakfast & Brunch",Mexican,"Staten Island, NY"
El Chingon Tex-Mex Mexican Restaurant,3.5,$$,07083,Tex-Mex,Mexican,"Staten Island, NY"
Antojitos Mexicanos,4.5,$,07203,Mexican,Mexican,"Staten Island, NY"
Picante,4.0,$$,07081,Mexican,Mexican,"Staten Island, NY"
Mi Mariachi Taqueria,4.5,$,07306,Mexican,Mexican,"Staten Island, NY"
Holy Schnitzel,3.5,$$,10314,"Kosher, Burgers, Sandwiches",Kosher,"Staten Island, NY"
Dairy Palace,3.0,$$,10314,"Pizza, Sushi Bars, Kosher",Kosher,"Staten Island, NY"
New Kosher Special,3.0,$$,07202,Kosher,Kosher,"Staten Island, NY"
Island Kosher,5.0,Not Available,10314,"Sushi Bars, Grocery, Kosher",Kosher,"Staten Island, NY"
Payless Glatt Kosher Meats,5.0,Not Available,10314,"Meat Shops, Grocery",Kosher,"Staten Island, NY"
Island Cafe,4.5,$,10314,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Kosher",Kosher,"Staten Island, NY"
Casanova,4.0,$$,10314,Italian,Kosher,"Staten Island, NY"
Kosher Island Glatt Kosher Take Home Food,3.5,$$$$,10314,"Meat Shops, Caterers",Kosher,"Staten Island, NY"
Heartland Bagels,4.0,$,10314,"Bakeries, Bagels",Kosher,"Staten Island, NY"
Harold's New York Deli,4.0,$$,08837,Delis,Kosher,"Staten Island, NY"
Jerusalem Restaurant & Catering,3.0,$,07202,"Kosher, Pizza, Pasta Shops",Kosher,"Staten Island, NY"
Avenue Grill & Sushi,3.0,$$$,07202,"Sushi Bars, American, Kosher",Kosher,"Staten Island, NY"
Deli King Of Clark,4.0,$$,07066,"Delis, Kosher, Sandwiches",Kosher,"Staten Island, NY"
Sakai Ramen,4.0,$$,10314,"Tapas/Small Plates, Ramen, Bubble Tea",Kosher,"Staten Island, NY"
Tommy's Tavern + Tap,4.0,$$,10314,"Pizza, Bars, American",Kosher,"Staten Island, NY"
Istanbul Grand Bazaar,4.0,Not Available,10306,Halal,Kosher,"Staten Island, NY"
Island Wok,4.5,Not Available,10314,Chinese,Kosher,"Staten Island, NY"
Denino's Pizzeria & Tavern,4.0,$$,10302,"Pizza, Italian, Chicken Wings",Kosher,"Staten Island, NY"
Menchie’s,4.0,Not Available,10306,Ice Cream & Frozen Yogurt,Kosher,"Staten Island, NY"
Ariemma's Italian Deli,4.5,$,10305,"Delis, Italian",Kosher,"Staten Island, NY"
Incas Grill Peruvian kitchen,4.0,$$,10306,Peruvian,Kosher,"Staten Island, NY"
Bravo Kosher Pizza,2.5,$$,10006,Pizza,Kosher,"Staten Island, NY"
Maple Kosher Meat Market,4.5,$$$,07088,Meat Shops,Kosher,"Staten Island, NY"
Bison & Bourbon,3.0,$$$$,11215,"Kosher, Burgers, American",Kosher,"Staten Island, NY"
Zara Cafe Grill,4.0,$$,10306,"Mediterranean, Turkish",Kosher,"Staten Island, NY"
Pastosa Ravioli,4.5,$$,10310,"Delis, Pasta Shops",Kosher,"Staten Island, NY"
The Green Chicpea,4.5,$,07102,"Middle Eastern, Salad, Falafel",Kosher,"Staten Island, NY"
Fresko Fresh Kosher,3.0,Not Available,07114,"Delis, Kosher",Kosher,"Staten Island, NY"
Yemen Cafe & Restaurant,4.5,$$,11201,"Middle Eastern, Cafes, Soup",Kosher,"Staten Island, NY"
Shiraz Kitchen & Wine Bar,4.5,Not Available,10011,"Persian/Iranian, Wine Bars, Mediterranean",Kosher,"Staten Island, NY"
Hobby's Delicatessen & Restaurant,4.5,$$,07102,"Wraps, Burgers, Sandwiches",Kosher,"Staten Island, NY"
City Vineyard,4.0,$$$,10013,"Wine Bars, New American, Venues & Event Spaces",Kosher,"Staten Island, NY"
Taste of Akko,5.0,Not Available,11230,"Kosher, Middle Eastern, Falafel",Kosher,"Staten Island, NY"
Fornos of Spain Restaurant,4.0,$$$,07105,"Spanish, Basque, Tapas Bars",Kosher,"Staten Island, NY"
European Deli,5.0,Not Available,07095,Delis,Kosher,"Staten Island, NY"
Pita on Essex,4.5,$$,07041,"Middle Eastern, Mediterranean",Kosher,"Staten Island, NY"
The Coffee Box,4.5,$$,07065,"Coffee & Tea, Bakeries, Breakfast & Brunch",Kosher,"Staten Island, NY"
Fernandes Steak House,4.0,$$$,07105,"Portuguese, Steakhouses, Brazilian",Kosher,"Staten Island, NY"
David's Restaurant,4.5,$$,11223,"Kosher, Middle Eastern",Kosher,"Staten Island, NY"
Nish Nush,4.5,$$,10013,"Vegetarian, Moroccan, Greek",Kosher,"Staten Island, NY"
Tabaq Restaurant & BBQ,3.5,$$,08820,"Pakistani, Indian",Kosher,"Staten Island, NY"
Greenwich and Delancey,5.0,Not Available,10006,"Kosher, Soup, Sandwiches",Kosher,"Staten Island, NY"
Tokyo Hibachi,4.0,$$,07081,"Sushi Bars, Japanese",Kosher,"Staten Island, NY"
Holy Schnitzel,4.0,$$,11223,"Kosher, Salad, Sandwiches",Kosher,"Staten Island, NY"
Rye Deli,4.0,Not Available,07081,"Wraps, Burgers, Sandwiches",Kosher,"Staten Island, NY"
Karczma,4.5,$$,11222,Polish,Kosher,"Staten Island, NY"
Ayat,3.5,Not Available,10306,"Middle Eastern, Desserts, Pasta Shops",Kosher,"Staten Island, NY"
Fins and Scales,5.0,Not Available,10003,"Kosher, Japanese, Sushi Bars",Kosher,"Staten Island, NY"
Korn's Bakery & Cafe,5.0,Not Available,07036,"Cafes, Bakeries, Kosher",Kosher,"Staten Island, NY"
David's Brisket House and Deli,4.0,$$,11216,"Delis, Sandwiches, Burgers",Kosher,"Staten Island, NY"
Antonio's Trattoria,4.5,$$,10458,"Italian, Pizza, Desserts",Italian,"The Bronx, NY"
Trattoria Zero Otto Nove,4.0,$$,10458,"Italian, Pizza",Italian,"The Bronx, NY"
Orrico's Italian Restaurant,4.5,Not Available,10461,Italian,Italian,"The Bronx, NY"
Enzos of Arthur Avenue,4.0,$$,10458,"Italian, Pizza, Venues & Event Spaces",Italian,"The Bronx, NY"
Dominick's Restaurant,4.0,$$,10458,Italian,Italian,"The Bronx, NY"
Da Franco & Tony Ristorante,4.5,$$,10461,Italian,Italian,"The Bronx, NY"
Patricia's of Morris Park,4.0,$$$,10461,"Pizza, Italian, Bars",Italian,"The Bronx, NY"
Frankie's Restaurant,4.5,Not Available,10458,"Italian, Seafood, Cocktail Bars",Italian,"The Bronx, NY"
Emiliano's Market,5.0,Not Available,10471,"Italian, Delis, Caterers",Italian,"The Bronx, NY"
Mario's Restaurant,4.0,$$,10458,"Italian, Seafood",Italian,"The Bronx, NY"
Misto Restaurant and Bar,4.5,Not Available,10469,"Seafood, Italian, Wine Bars",Italian,"The Bronx, NY"
F & J Pine,3.5,$$,10462,"Italian, Wine Bars, Venues & Event Spaces",Italian,"The Bronx, NY"
San Gennaro Trattoria Restaurant Bar,4.0,$$,10458,"Italian, Mediterranean",Italian,"The Bronx, NY"
Enzo's of Williamsbridge,4.0,$$,10461,Italian,Italian,"The Bronx, NY"
Trattoria Tra di Noi,4.0,$$,10458,"Italian, Seafood",Italian,"The Bronx, NY"
Roberto's,4.0,$$$,10458,Italian,Italian,"The Bronx, NY"
Michaelangelo's,3.5,$$,10458,"Lounges, Italian, Wine Bars",Italian,"The Bronx, NY"
Emilia's Restaurant,4.0,$$,10458,Italian,Italian,"The Bronx, NY"
Fratelli,4.0,$$,10469,"Italian, Seafood",Italian,"The Bronx, NY"
Pasquale Rigoletto Restaurant,3.5,$$,10458,"Italian, Venues & Event Spaces, Caterers",Italian,"The Bronx, NY"
Gerbasi Ristorante,4.0,$$,10458,Italian,Italian,"The Bronx, NY"
Porto Salvo,4.5,$$,10451,"Italian, Wine Bars",Italian,"The Bronx, NY"
Addeo's of the Bronx,4.0,Not Available,10461,Pizza,Italian,"The Bronx, NY"
Pasta-Pasta,4.0,$$,10461,Italian,Italian,"The Bronx, NY"
Absolutto: Cuisine & Bar,4.5,Not Available,10462,"Bars, Latin American, Italian",Italian,"The Bronx, NY"
Lena Trattoria,4.5,Not Available,10465,"Pizza, Pasta Shops, Italian",Italian,"The Bronx, NY"
Tosca Cafe,3.0,$$$,10465,"Pizza, Italian, Cafes",Italian,"The Bronx, NY"
Sergio's Ristorante,4.5,$$$,10803,Italian,Italian,"The Bronx, NY"
Trattoria L'incontro,4.5,$$$,11105,"Italian, Pizza, Salad",Italian,"The Bronx, NY"
Emilio's of Morris Park,4.0,$$,10461,"Pizza, Italian, Salad",Italian,"The Bronx, NY"
Beccofino,4.0,$$,10471,Italian,Italian,"The Bronx, NY"
Louie & Johnnies Ristorante Primavera,4.0,$$,10704,Italian,Italian,"The Bronx, NY"
Piattini,5.0,Not Available,10458,"Italian, Tapas/Small Plates, Cocktail Bars",Italian,"The Bronx, NY"
Roberto's II Ristorante,4.0,$$,07020,Italian,Italian,"The Bronx, NY"
Patricia's Of Tremont,3.5,$$,10465,"Pizza, Italian",Italian,"The Bronx, NY"
The Original Venice Restaurant,3.5,$$,10455,"Italian, Pizza",Italian,"The Bronx, NY"
Rao's,4.5,$$$$,10029,Italian,Italian,"The Bronx, NY"
Olio e Più,4.5,$$,10014,"Pizza, Italian, Cocktail Bars",Italian,"The Bronx, NY"
Giovanni,2.5,$$,10451,"Italian, Pizza",Italian,"The Bronx, NY"
Mike's Deli Arthur Avenue,4.0,$$,10458,"Caterers, Delis, Pasta Shops",Italian,"The Bronx, NY"
Ann & Tony's Restaurant,3.0,$$,10458,Italian,Italian,"The Bronx, NY"
Arthur Avenue,4.0,Not Available,10001,Italian,Italian,"The Bronx, NY"
Tapas Italiano,4.0,$$,10458,"Tapas/Small Plates, Italian, Seafood",Italian,"The Bronx, NY"
La Lanterna Restaurant & Caffe,4.5,$$,10710,"Italian, Pizza, Wine Bars",Italian,"The Bronx, NY"
Trattoria La Sorrentina,4.5,$$,07047,"Italian, Pizza",Italian,"The Bronx, NY"
The Bridge Wood Fired Pizza & Restaurant,4.0,Not Available,10461,"Pizza, Pasta Shops",Italian,"The Bronx, NY"
Marcello's Wood Fired Pizza & Restaurant,4.0,$$,10803,"Pizza, Italian, Salad",Italian,"The Bronx, NY"
Rubirosa,4.5,$$,10012,"Italian, Pizza",Italian,"The Bronx, NY"
Carmine's Italian Restaurant - Upper West Side,4.0,$$,10024,"Italian, Desserts, Seafood",Italian,"The Bronx, NY"
Zero Otto Nove,4.0,$$,10010,"Italian, Pizza",Italian,"The Bronx, NY"
The Rail House 10803,4.5,$$,10803,"American, Bars, Venues & Event Spaces",American,"The Bronx, NY"
The Bronx Public,4.0,$$,10463,"Sports Bars, American",American,"The Bronx, NY"
The Last Stop,4.5,$$,10471,"Bars, American, Indian",American,"The Bronx, NY"
Hudson Garden Grill,4.0,$$,10458,New American,American,"The Bronx, NY"
The Waterfront NYC,4.0,Not Available,10465,"New American, Seafood, Breakfast & Brunch",American,"The Bronx, NY"
Bronx Burger House,4.5,$$,10471,Burgers,American,"The Bronx, NY"
Mom's Kitchen & Bar,4.5,$$,10019,"Comfort Food, Breakfast & Brunch, Bars",American,"The Bronx, NY"
Morris Park Inn,4.5,Not Available,10461,"Sports Bars, American, Wraps",American,"The Bronx, NY"
Tortoise & Hare,4.5,Not Available,10471,"Bars, American, Barbeque",American,"The Bronx, NY"
Novelty Eats,4.0,$$,10461,"Comfort Food, New American",American,"The Bronx, NY"
Blackstone Bar & Grill,4.0,$$,10463,"Sports Bars, Burgers, Sandwiches",American,"The Bronx, NY"
Charlies Bar & Kitchen,4.0,$$,10454,"Cocktail Bars, Southern, American",American,"The Bronx, NY"
Bronx Drafthouse,4.0,$$,10452,"New American, Beer Bar, Sports Bars",American,"The Bronx, NY"
Bangkok City,4.0,$$,10803,"Thai, Bars",American,"The Bronx, NY"
Fine Food Cuisine,4.0,$$,10462,New American,American,"The Bronx, NY"
American Grill,4.5,Not Available,10455,American,American,"The Bronx, NY"
Bronx Alehouse,4.0,$$,10463,"American, Pubs",American,"The Bronx, NY"
Clinton Hall Bronx,4.0,$$,10458,"Beer Gardens, Bars, American",American,"The Bronx, NY"
National Restaurant & Coffee Shop,4.0,$,10468,"Diners, Breakfast & Brunch, American",American,"The Bronx, NY"
Beatstro,4.0,$$,10454,"American, Speakeasies, Latin American",American,"The Bronx, NY"
Hudson Smokehouse,4.0,$$,10454,"Barbeque, Steakhouses",American,"The Bronx, NY"
Howl at the Moon,3.5,$,10458,"Sports Bars, New American",American,"The Bronx, NY"
Tibbett Diner,4.0,$,10463,Diners,American,"The Bronx, NY"
Tavern 61 Restaurant,4.5,Not Available,07601,"Burgers, Chicken Wings, Pizza",American,"The Bronx, NY"
Golden Eagle II Diner,3.0,$,10462,Diners,American,"The Bronx, NY"
Saints and Scholars,4.5,$$,10704,Bars,American,"The Bronx, NY"
The Cabin NYC,4.0,$$,10009,"New American, Cocktail Bars, Breakfast & Brunch",American,"The Bronx, NY"
Melba's Restaurant,4.0,$$,10026,"Southern, American, Soul Food",American,"The Bronx, NY"
Metro Gourmet Deli,4.0,Not Available,10462,"Salad, Juice Bars & Smoothies, Burgers",American,"The Bronx, NY"
RH Rooftop Restaurant New York,4.0,$$$,10014,"American, Wine Bars",American,"The Bronx, NY"
Shake Shack Bay Plaza,3.5,$$,10475,"Burgers, Ice Cream & Frozen Yogurt, Hot Dogs",American,"The Bronx, NY"
Liberty Diner,4.0,$$,10461,"Donuts, Diners, Coffee & Tea",American,"The Bronx, NY"
Sedona Taphouse,4.0,$$,07010,American,American,"The Bronx, NY"
Fiorentina Steakhouse,4.5,Not Available,10465,Steakhouses,American,"The Bronx, NY"
The Brunch Box,5.0,Not Available,10461,"Food Trucks, Burgers, Sandwiches",American,"The Bronx, NY"
Yankee Tavern,4.0,$$,10451,"Sports Bars, Pubs",American,"The Bronx, NY"
The Barbecue Pit,3.5,$$,10471,"Barbeque, Comfort Food, Seafood",American,"The Bronx, NY"
Harlem Public,4.0,$$,10031,"New American, Pubs, Beer Bar",American,"The Bronx, NY"
Rosa’s At Park,3.5,Not Available,10451,"Latin American, Breakfast & Brunch",American,"The Bronx, NY"
Casa Restaurant & Lounge,4.0,$$,10465,"Lounges, Latin American, Breakfast & Brunch",American,"The Bronx, NY"
Skyview Diner,3.5,$$,10462,"American, Diners",American,"The Bronx, NY"
Amazing Chicken&Gyro,5.0,Not Available,10467,"Halal, Chicken Wings, Burgers",American,"The Bronx, NY"
Fish N' Ting,4.0,$$,10466,"Caribbean, Seafood, Bars",American,"The Bronx, NY"
Tremont Diner,3.5,$$,10461,Diners,American,"The Bronx, NY"
Jagerhaus German Restaurant & Biergarten,4.0,$$,11357,"German, Beer Bar, American",American,"The Bronx, NY"
Hibachi Grill & Buffet,4.0,Not Available,10460,"Buffets, New American, Japanese",American,"The Bronx, NY"
The Original Crab Shanty Restaurant,3.5,$$,10464,"Seafood, Italian, American",American,"The Bronx, NY"
Lotus Lounge,4.0,$$,10462,Hookah Bars,American,"The Bronx, NY"
