,name,rating,price,zip_code,categories,cuisine,borough
310,Vida Verde,4.5,2,10019,"Cocktail Bars, Mexican, Venues & Event Spaces",Mexican,Manhattan
311,El Patron,3.5,2,11358,Mexican,Mexican,Queens
312,La Contenta,4.5,2,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,Manhattan
313,Casa Margaritas,4.5,2,11426,"Mexican, Colombian, Spanish",Mexican,Queens
314,Jajaja Mexicana,4.5,2,10014,"Mexican, Vegan, Cocktail Bars",Mexican,Manhattan
315,Toloache 50,4.0,3,10012,Mexican,Mexican,Manhattan
316,Molcajete Mexican Restaurant,4.0,2,11372,"Mexican, Bars, Spanish",Mexican,Queens
317,Kandela NYC,3.5,2,11417,"Mexican, Sports Bars, New American",Mexican,Queens
318,Tequila Sunrise,3.0,2,11361,"Mexican, Bars, Latin American",Mexican,Queens
319,Moho Mexican Grill,4.0,2,11361,"Mexican, Halal",Mexican,Queens
320,Taqueria Santa Fe,4.5,1,11377,Mexican,Mexican,Queens
321,Hot Peppers,4.5,2,11364,"Halal, Tacos, Salad",Mexican,Queens
322,Mojo Restaurant,4.0,2,11375,Latin American,Mexican,Queens
323,Casa Azul,4.5,2,11215,"Mexican, Cocktail Bars",Mexican,Brooklyn
324,De Mole,4.0,2,11377,Mexican,Mexican,Queens
325,Mesa Azteca,4.0,2,11237,Mexican,Mexican,Brooklyn
326,Friducha,4.0,2,11222,"Mexican, Bars",Mexican,Brooklyn
327,Dulce Cultura,4.5,2,11103,"Mexican, Breakfast & Brunch, Bars",Mexican,Queens
328,Kin'd,4.5,2,11366,Thai,Kosher,Queens
329,Marani,4.5,2,11374,"Mediterranean, Kosher, Georgian",Kosher,Queens
330,Taste of Samarkand,4.5,2,11374,"Uzbek, Kosher",Kosher,Queens
331,Jujube Tree,4.5,2,11103,"Vegan, Asian Fusion",Kosher,Queens
332,Stix Kosher Restaurant,4.0,2,11375,"Kosher, Middle Eastern, Uzbek",Kosher,Queens
333,Salute,3.5,2,11375,"Middle Eastern, Uzbek, Kosher",Kosher,Queens
334,Cheburechnaya,4.0,2,11374,"Kosher, Russian, Uzbek",Kosher,Queens
335,Black Sea Fish & Grill,4.0,3,11374,"Mediterranean, Turkish, Seafood",Kosher,Queens
336,Ganey Orly,4.5,2,11374,"Kosher, Middle Eastern",Kosher,Queens
337,Turquoise Kosher Fish Restaurant,4.0,2,11366,"Seafood, Kosher",Kosher,Queens
338,Hapisgah,3.5,3,11367,"Kosher, Steakhouses",Kosher,Queens
339,Djerdan Burek Astoria,4.0,2,11106,"Turkish, Modern European",Kosher,Queens
340,Ovelia,4.0,2,11103,"Greek, Mediterranean",Kosher,Queens
341,Nadezhda Restaurant,3.5,2,11375,"Kosher, Russian, Afghan",Kosher,Queens
342,Grill Point,4.0,2,11367,"Middle Eastern, Kosher, Mediterranean",Kosher,Queens
343,Cafe Muscat,3.5,2,11366,"Kosher, Coffee & Tea, Sushi Bars",Kosher,Queens
344,Trattoria L'incontro,4.5,3,11105,"Italian, Pizza, Salad",Kosher,Queens
345,Pahal Zan,4.0,2,11375,"Middle Eastern, Falafel, Kosher",Kosher,Queens
346,Cho-Sen Garden,3.5,2,11375,"Chinese, Kosher",Kosher,Queens
347,Liebman's Kosher Delicatessen,4.0,2,10463,"Delis, Kosher",Kosher,The Bronx
348,Sizzle Falafel Bar & Shawarma,4.0,2,11366,"Kosher, Middle Eastern, Sandwiches",Kosher,Queens
349,Holy Schnitzel,3.5,2,11367,"Kosher, Burgers, Sandwiches",Kosher,Queens
350,Mito,4.0,2,11375,"Japanese, Sushi Bars, Asian Fusion",Kosher,Queens
351,Ravagh Persian Grill,4.0,2,10016,"Middle Eastern, Persian/Iranian, Mediterranean",Kosher,Manhattan
352,Bella Roza Glatt Kosher Restaurant,4.0,1,11374,"Kosher, Bakeries, Uzbek",Kosher,Queens
353,Bunna Cafe,4.5,2,11237,"Ethiopian, Vegan, African",Kosher,Brooklyn
354,Mike's Bistro,4.5,0,10022,"New American, Kosher, Bars",Kosher,Manhattan
355,Traif,4.5,0,11211,"New American, Tapas/Small Plates",Kosher,Brooklyn
356,Paulie Gee's,4.5,2,11222,Pizza,Kosher,Brooklyn
357,Nino's Restaurant,4.5,2,10305,Italian,Italian,Staten Island
358,Pastavino,4.5,3,10304,"Italian, Wine Bars",Italian,Staten Island
359,Giuliana's,4.5,2,10308,Italian,Italian,Staten Island
360,Deluca's Italian Restaurant,4.5,3,10307,"Italian, Seafood, Cocktail Bars",Italian,Staten Island
361,Piccolino Ristorante,4.0,2,10308,Italian,Italian,Staten Island
362,Patrizia's of Staten Island,4.0,3,10308,"Italian, Pizza",Italian,Staten Island
363,Enoteca Maria,4.0,3,10301,Italian,Italian,Staten Island
364,Positano Restaurant,4.5,3,11209,"Italian, Gluten-Free, Seafood",Italian,Brooklyn
365,Da Noi Restaurant on Victory Blvd,4.0,3,10314,Italian,Italian,Staten Island
366,Cucina Fresca,4.5,2,10306,"Pizza, Italian, Seafood",Italian,Staten Island
367,Villa Paradiso,4.0,3,10308,"Steakhouses, Italian",Italian,Staten Island
368,Vinum Restaurant & Wine Bar,4.5,3,10304,"Wine Bars, Italian, Tapas/Small Plates",Italian,Staten Island
369,Basilio Inn,4.5,2,10305,"Italian, New American",Italian,Staten Island
370,Angelina's Kitchen,3.5,2,10314,Italian,Italian,Staten Island
371,La Strada Restaurant,4.0,2,10306,Italian,Italian,Staten Island
372,Da Noi Downtown Staten Island,4.0,3,10305,Italian,Italian,Staten Island
373,Mimmo's Brick Oven Pizza and Trattoria,4.5,2,10308,"Pizza, Italian, Venues & Event Spaces",Italian,Staten Island
374,Casa Verde,4.0,2,10306,"Italian, Pizza, Caterers",Italian,Staten Island
375,Max's Es-Ca,4.0,2,10304,"Italian, Bars",Italian,Staten Island
376,Da Andrea - Greenwich Village,4.5,2,10011,"Italian, Mediterranean, Breakfast & Brunch",Italian,Manhattan
377,Taverna On The Bay,4.5,2,10304,"Seafood, Mediterranean, Wine Bars",Italian,Staten Island
378,Italianissimo Restaurant,4.0,3,10305,"Italian, Wine Bars, Pasta Shops",Italian,Staten Island
379,Bocelli,4.0,3,10305,Italian,Italian,Staten Island
380,Fig & Vine,4.0,3,10306,"Italian, Cocktail Bars",Italian,Staten Island
381,Olio e Più,4.5,2,10014,"Pizza, Italian, Cocktail Bars",Italian,Manhattan
382,Aunt Butchies of Brooklyn,4.0,2,10309,"Italian, Cocktail Bars, Venues & Event Spaces",Italian,Staten Island
383,Brioso,3.5,3,10306,Italian,Italian,Staten Island
384,Reggiano's,4.0,2,10307,"Pizza, Italian, Barbeque",Italian,Staten Island
385,Angelina's Ristorante,3.0,3,10307,Italian,Italian,Staten Island
386,Il Sogno,3.0,3,10312,Italian,Italian,Staten Island
387,Denino's Pizzeria & Tavern,4.0,2,10302,"Pizza, Italian, Chicken Wings",Italian,Staten Island
388,Baci Restaurante,3.0,3,10304,"Italian, Seafood, Pizza",Italian,Staten Island
389,Campania Coal Fired Pizza,4.0,3,10312,"Pizza, Italian",Italian,Staten Island
390,Campania Coal Fired Pizza,4.0,2,10305,"Pizza, Italian, Sandwiches",Italian,Staten Island
391,Cafe Luna,4.0,2,10305,"Italian, Seafood",Italian,Staten Island
392,West Shore Inn Steakhouse,4.0,2,10314,"Steakhouses, Seafood, American",American,Staten Island
393,Lacey's Bridge Tavern,4.5,2,10302,"Breakfast & Brunch, American, Seafood",American,Staten Island
394,Vinum Restaurant & Wine Bar,4.5,3,10304,"Wine Bars, Italian, Tapas/Small Plates",American,Staten Island
395,Cargo Cafe,4.0,2,10301,"American, Bars",American,Staten Island
396,Craft House,4.5,2,10301,"Bars, Barbeque",American,Staten Island
397,J’s On The Bay,4.0,2,10305,"New American, Breakfast & Brunch, Pizza",American,Staten Island
398,Tommy's Tavern + Tap,4.0,2,10314,"Pizza, Bars, American",American,Staten Island
399,The KOVA,4.5,2,10306,"Breakfast & Brunch, Coffee & Tea",American,Staten Island
400,The Hop Shoppe,4.0,2,10304,"Gastropubs, American, Sports Bars",American,Staten Island
401,Da Andrea - Greenwich Village,4.5,2,10011,"Italian, Mediterranean, Breakfast & Brunch",American,Manhattan
402,Villa Paradiso,4.0,3,10308,"Steakhouses, Italian",American,Staten Island
403,Canlon's Restaurant,4.0,2,10306,"American, Seafood, Cocktail Bars",American,Staten Island
404,Miller's Ale House,3.5,2,10314,"American, Sports Bars",American,Staten Island
405,Manor Restaurant,4.0,2,10314,New American,American,Staten Island
406,Rosebank Tavern,4.5,2,10305,"Bars, American",American,Staten Island
407,Sunken Harbor Club,4.5,3,11201,"Cocktail Bars, Tiki Bars",American,Brooklyn
408,The Local,4.5,2,10314,"Bars, New American",American,Staten Island
409,Griff's Place,4.0,2,10306,"Sports Bars, American, Desserts",American,Staten Island
410,Joyce's Tavern,4.0,2,10312,"Irish Pub, American",American,Staten Island
411,Max's Es-Ca,4.0,2,10304,"Italian, Bars",American,Staten Island
412,Trakside Bar & Grill,3.5,2,10306,"Bars, American",American,Staten Island
413,Beauty & Essex,4.0,3,10002,New American,American,Manhattan
414,The Common,4.5,2,11209,"Breakfast & Brunch, New American, Comfort Food",American,Brooklyn
415,Whiskey Tavern,4.5,2,10013,"Whiskey Bars, Burgers, Chicken Wings",American,Manhattan
416,Deluca's Italian Restaurant,4.5,3,10307,"Italian, Seafood, Cocktail Bars",American,Staten Island
417,Terminal 1,4.5,2,10305,"Polish, Sports Bars, Lounges",American,Staten Island
418,Mike's Unicorn Diner,3.0,2,10314,"American, Diners, Greek",American,Staten Island
419,Aunt Butchies of Brooklyn,4.0,2,10309,"Italian, Cocktail Bars, Venues & Event Spaces",American,Staten Island
420,Emmett's,4.0,2,10012,"American, Pizza, Sandwiches",American,Manhattan
421,O'Neills,4.0,2,10302,"Bars, Irish, American",American,Staten Island
422,The Original Goodfella's Brick Oven Pizza,4.0,2,10308,"Pizza, Italian, Bars",American,Staten Island
423,Ruddy and Dean,4.0,3,10301,Steakhouses,American,Staten Island
424,Miyabi Asian Fusion,4.5,2,10302,"Sushi Bars, Japanese, Thai",Japanese,Staten Island
425,Sakana Sushi & Hibachi Steakhouse,4.0,2,10304,"Sushi Bars, Steakhouses",Japanese,Staten Island
426,Sushi Wen,4.5,2,10310,"Japanese, Sushi Bars",Japanese,Staten Island
427,Genki Sushi,4.0,2,10308,Sushi Bars,Japanese,Staten Island
428,Nori Sushi,3.5,2,10306,"Sushi Bars, Japanese",Japanese,Staten Island
429,Ocean Sushi,4.5,2,10312,Sushi Bars,Japanese,Staten Island
430,Fushimi Todt Hill,3.5,2,10306,"Japanese, Lounges",Japanese,Staten Island
431,Misaki Sushi,4.0,2,10309,"Sushi Bars, Salad, Noodles",Japanese,Staten Island
432,Sapporo Sushi House,3.5,2,10314,"Sushi Bars, Japanese",Japanese,Staten Island
433,Sayori Japanese Restaurant,4.0,2,10302,"Japanese, Sushi Bars, Poke",Japanese,Staten Island
434,Sanma,3.5,2,10314,"Sushi Bars, Japanese",Japanese,Staten Island
435,Ohkami Ramen,4.5,2,10312,Ramen,Japanese,Staten Island
436,Mountain Fusion,4.0,2,10314,"Sushi Bars, Bars, Ramen",Japanese,Staten Island
437,Fuji Sushi,3.0,2,10305,Sushi Bars,Japanese,Staten Island
438,Tomo Japanese Restaurant,4.0,2,10312,"Japanese, Sushi Bars, Soup",Japanese,Staten Island
439,Hong Kong Kei One,4.5,1,10308,"Asian Fusion, Chinese, Bubble Tea",Japanese,Staten Island
440,Arirang Hibachi Steakhouse,3.5,2,10308,"Sushi Bars, Steakhouses, Japanese",Japanese,Staten Island
441,Mizu Hibachi Japanese Fusion,3.5,2,10307,Japanese,Japanese,Staten Island
442,Izakaya Ajimi,4.5,2,11214,"Izakaya, Ramen",Japanese,Brooklyn
443,Tokyo Sushi Korean BBQ,3.5,2,10314,"Japanese, Sushi Bars, Korean",Japanese,Staten Island
444,Sakai Ramen,4.0,2,10314,"Tapas/Small Plates, Ramen, Bubble Tea",Japanese,Staten Island
445,Sapporo,4.5,2,11209,"Japanese, Sushi Bars",Japanese,Brooklyn
446,Genki Sushi,3.5,2,10312,"Japanese, Salad, Sushi Bars",Japanese,Staten Island
447,Simple Asia,4.5,2,10306,"Chinese, Sushi Bars, Ramen",Japanese,Staten Island
448,Kiku Sushi,3.5,2,10312,"Japanese, Sushi Bars",Japanese,Staten Island
449,Fushimi Tottenville,3.5,2,10309,"Sushi Bars, Japanese, Lounges",Japanese,Staten Island
450,3 Guys Sushi,4.0,2,10310,"Japanese, Thai, Sushi Bars",Japanese,Staten Island
451,Hitto Ramen,4.0,2,10305,Ramen,Japanese,Staten Island
452,Yummy Machi,4.5,1,10303,"Japanese, Bubble Tea, Chicken Wings",Japanese,Staten Island
453,Neta Shari,4.5,0,11214,Sushi Bars,Japanese,Brooklyn
454,Cantina Mexicana,4.0,2,10306,Mexican,Mexican,Staten Island
455,Sofia's Taqueria,4.0,2,10305,"Mexican, Cocktail Bars",Mexican,Staten Island
456,La Iguana Azul,4.0,2,10308,Mexican,Mexican,Staten Island
457,Mezcals Mexican Restaurant,4.0,2,10314,Mexican,Mexican,Staten Island
458,Maizal Restaurant,4.0,2,10305,"Mexican, Bars",Mexican,Staten Island
459,Taqueria El Gallo Azteca,4.5,1,10301,Mexican,Mexican,Staten Island
460,Mexican cantina,3.5,2,10314,Mexican,Mexican,Staten Island
461,Panaderia La Mixteca Poblana,4.5,1,10301,"Mexican, Delis",Mexican,Staten Island
462,Beso,4.0,3,10301,"Spanish, Tapas Bars, Bars",Mexican,Staten Island
463,Yolpaqui Taqueria,4.0,2,10302,Mexican,Mexican,Staten Island
464,Lobo Loco Mexican Cantina,2.5,2,10306,"Salad, Mexican, Cocktail Bars",Mexican,Staten Island
465,Sofia's Taqueria - Amboy,3.5,2,10312,"Cocktail Bars, Mexican, Empanadas",Mexican,Staten Island
466,Ho’Brah a Taco Joint,4.0,2,10306,"Cocktail Bars, Tacos, Beer Bar",Mexican,Staten Island
467,Taqueria Restaurant Tres Amigos,3.5,2,10307,"Mexican, Spanish, Bars",Mexican,Staten Island
468,Lobo Loco Mexican Cantina,3.0,2,11209,Mexican,Mexican,Brooklyn
469,La Candela Espanola,3.0,2,10308,"Spanish, Mexican, Seafood",Mexican,Staten Island
470,Taqueria Oaxaca,4.0,1,10307,Mexican,Mexican,Staten Island
471,Burrito Bar and Restaurant,3.0,2,10310,"Mexican, Bars",Mexican,Staten Island
472,La Contenta,4.5,2,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,Manhattan
473,Ho’ Brah Taco Joint,3.0,2,10309,"Mexican, Cocktail Bars",Mexican,Staten Island
474,El Pollo Restaurant & Bar,3.0,1,10304,"Spanish, Bars, Latin American",Mexican,Staten Island
475,Ho'Brah a taco joint,3.5,2,10301,"Mexican, Hawaiian",Mexican,Staten Island
476,Cafe Con Pan,4.0,1,10306,"Mexican, Bakeries, Breakfast & Brunch",Mexican,Staten Island
477,Fresh Tortillas & Taco,3.5,1,10306,Tex-Mex,Mexican,Staten Island
478,Rinconcito Paisa,3.5,2,10303,"Colombian, Seafood, Steakhouses",Mexican,Staten Island
479,Holy Schnitzel,3.5,2,10314,"Kosher, Burgers, Sandwiches",Kosher,Staten Island
480,Dairy Palace,3.0,2,10314,"Pizza, Sushi Bars, Kosher",Kosher,Staten Island
481,Casanova,4.0,2,10314,Italian,Kosher,Staten Island
482,Kosher Island Glatt Kosher Take Home Food,3.5,0,10314,"Meat Shops, Caterers",Kosher,Staten Island
483,Heartland Bagels,4.0,1,10314,"Bakeries, Bagels",Kosher,Staten Island
484,Island Cafe,4.5,1,10314,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Kosher",Kosher,Staten Island
485,Tommy's Tavern + Tap,4.0,2,10314,"Pizza, Bars, American",Kosher,Staten Island
486,Bison & Bourbon,3.0,0,11215,"Kosher, Burgers, American",Kosher,Brooklyn
487,Denino's Pizzeria & Tavern,4.0,2,10302,"Pizza, Italian, Chicken Wings",Kosher,Staten Island
488,Sakai Ramen,4.0,2,10314,"Tapas/Small Plates, Ramen, Bubble Tea",Kosher,Staten Island
489,Ariemma's Italian Deli,4.5,1,10305,"Delis, Italian",Kosher,Staten Island
490,Pastosa Ravioli,4.5,2,10310,"Delis, Pasta Shops",Kosher,Staten Island
491,Zara Cafe Grill,4.0,2,10306,"Mediterranean, Turkish",Kosher,Staten Island
492,Bravo Kosher Pizza,2.5,2,10006,Pizza,Kosher,Manhattan
493,Yemen Cafe & Restaurant,4.5,2,11201,"Middle Eastern, Cafes, Soup",Kosher,Brooklyn
494,Incas Grill Peruvian kitchen,4.0,2,10306,Peruvian,Kosher,Staten Island
495,City Vineyard,4.0,3,10013,"Wine Bars, New American, Venues & Event Spaces",Kosher,Manhattan
496,Karczma,4.5,2,11222,Polish,Kosher,Brooklyn
497,Holy Schnitzel,4.0,2,11223,"Kosher, Salad, Sandwiches",Kosher,Brooklyn
498,David's Restaurant,4.5,2,11223,"Kosher, Middle Eastern",Kosher,Brooklyn
499,Nish Nush,4.5,2,10013,"Vegetarian, Moroccan, Greek",Kosher,Manhattan
500,19 Cleveland,4.0,2,10012,Mediterranean,Kosher,Manhattan
501,Ital Kitchen,4.5,2,11225,"Vegetarian, Vegan",Kosher,Brooklyn
502,Antonio's Trattoria,4.5,2,10458,"Italian, Pizza, Desserts",Italian,The Bronx
503,Trattoria Zero Otto Nove,4.0,2,10458,"Italian, Pizza",Italian,The Bronx
504,Patricia's of Morris Park,4.0,3,10461,"Pizza, Italian, Bars",Italian,The Bronx
505,Roberto's,4.0,3,10458,Italian,Italian,The Bronx
506,Enzos of Arthur Avenue,4.0,2,10458,"Italian, Pizza, Venues & Event Spaces",Italian,The Bronx
507,F & J Pine,3.5,2,10462,"Italian, Wine Bars, Venues & Event Spaces",Italian,The Bronx
508,Dominick's Restaurant,4.0,2,10458,Italian,Italian,The Bronx
509,Da Franco & Tony Ristorante,4.5,2,10461,Italian,Italian,The Bronx
510,Mario's Restaurant,4.0,2,10458,"Italian, Seafood",Italian,The Bronx
511,Emilia's Restaurant,4.0,2,10458,Italian,Italian,The Bronx
512,Fratelli,4.0,2,10469,"Italian, Seafood",Italian,The Bronx
513,Pasquale Rigoletto Restaurant,3.5,2,10458,"Italian, Venues & Event Spaces, Caterers",Italian,The Bronx
514,Gerbasi Ristorante,4.0,2,10458,Italian,Italian,The Bronx
515,Enzo's of Williamsbridge,4.0,2,10461,Italian,Italian,The Bronx
516,San Gennaro Trattoria Restaurant Bar,4.0,2,10458,"Italian, Mediterranean",Italian,The Bronx
517,Porto Salvo,4.5,2,10451,"Italian, Wine Bars",Italian,The Bronx
518,Trattoria Tra di Noi,4.0,2,10458,"Italian, Seafood",Italian,The Bronx
519,Michaelangelo's,3.5,2,10458,"Lounges, Italian, Wine Bars",Italian,The Bronx
520,Pasta-Pasta,4.0,2,10461,Italian,Italian,The Bronx
521,Tosca Cafe,3.0,3,10465,"Pizza, Italian, Cafes",Italian,The Bronx
522,Emilio's of Morris Park,4.0,2,10461,"Pizza, Italian, Salad",Italian,The Bronx
523,Patricia's Of Tremont,3.5,2,10465,"Pizza, Italian",Italian,The Bronx
524,Rao's,4.5,0,10029,Italian,Italian,Manhattan
525,Olio e Più,4.5,2,10014,"Pizza, Italian, Cocktail Bars",Italian,Manhattan
526,Mike's Deli Arthur Avenue,4.0,2,10458,"Caterers, Delis, Pasta Shops",Italian,The Bronx
527,Ann & Tony's Restaurant,3.0,2,10458,Italian,Italian,The Bronx
528,Trattoria L'incontro,4.5,3,11105,"Italian, Pizza, Salad",Italian,Queens
529,The Original Venice Restaurant,3.5,2,10455,"Italian, Pizza",Italian,The Bronx
530,Beccofino,4.0,2,10471,Italian,Italian,The Bronx
531,Tapas Italiano,4.0,2,10458,"Tapas/Small Plates, Italian, Seafood",Italian,The Bronx
532,Rubirosa,4.5,2,10012,"Italian, Pizza",Italian,Manhattan
533,Giovanni,2.5,2,10451,"Italian, Pizza",Italian,The Bronx
534,Carmine's Italian Restaurant - Upper West Side,4.0,2,10024,"Italian, Desserts, Seafood",Italian,Manhattan
535,Pastosa Ravioli,5.0,3,10465,"Pasta Shops, Delis",Italian,The Bronx
536,Zero Otto Nove,4.0,2,10010,"Italian, Pizza",Italian,Manhattan
537,Arties Steak & Seafood,4.0,2,10464,"Seafood, Steakhouses, Italian",Italian,The Bronx
538,The Bronx Public,4.0,2,10463,"Sports Bars, American",American,The Bronx
539,The Last Stop,4.5,2,10471,"Bars, American, Indian",American,The Bronx
540,Mom's Kitchen & Bar,4.5,2,10019,"Comfort Food, Breakfast & Brunch, Bars",American,Manhattan
541,Novelty Eats,4.0,2,10461,"Comfort Food, New American",American,The Bronx
542,Blackstone Bar & Grill,4.0,2,10463,"Sports Bars, Burgers, Sandwiches",American,The Bronx
543,Charlies Bar & Kitchen,4.0,2,10454,"Cocktail Bars, Southern, American",American,The Bronx
544,Bronx Drafthouse,4.0,2,10452,"New American, Beer Bar, Sports Bars",American,The Bronx
545,Hudson Garden Grill,4.0,2,10458,New American,American,The Bronx
546,Fine Food Cuisine,4.0,2,10462,New American,American,The Bronx
547,Clinton Hall Bronx,4.0,2,10458,"Beer Gardens, Bars, American",American,The Bronx
548,Bronx Alehouse,4.0,2,10463,"American, Pubs",American,The Bronx
549,Beatstro,4.0,2,10454,"American, Speakeasies, Latin American",American,The Bronx
550,Casa Restaurant & Lounge,4.0,2,10465,"Lounges, Latin American, Breakfast & Brunch",American,The Bronx
551,Howl at the Moon,3.5,1,10458,"Sports Bars, New American",American,The Bronx
552,Bronx Burger House,4.5,2,10471,Burgers,American,The Bronx
553,Melba's Restaurant,4.0,2,10026,"Southern, American, Soul Food",American,Manhattan
554,Shake Shack Bay Plaza,3.5,2,10475,"Burgers, Ice Cream & Frozen Yogurt, Hot Dogs",American,The Bronx
555,The Cabin NYC,4.0,2,10009,"New American, Cocktail Bars, Breakfast & Brunch",American,Manhattan
556,National Restaurant & Coffee Shop,4.0,1,10468,"Diners, Breakfast & Brunch, American",American,The Bronx
557,Yankee Tavern,4.0,2,10451,"Sports Bars, Pubs",American,The Bronx
558,Hudson Smokehouse,4.0,2,10454,"Barbeque, Steakhouses",American,The Bronx
559,Harlem Public,4.0,2,10031,"New American, Pubs, Beer Bar",American,Manhattan
560,Golden Eagle II Diner,3.0,1,10462,Diners,American,The Bronx
561,Fish N' Ting,4.0,2,10466,"Caribbean, Seafood, Bars",American,The Bronx
562,Lotus Lounge,4.0,2,10462,Hookah Bars,American,The Bronx
563,Tibbett Diner,4.0,1,10463,Diners,American,The Bronx
564,The Original Crab Shanty Restaurant,3.5,2,10464,"Seafood, Italian, American",American,The Bronx
565,Guadalupe Restaurant,4.0,2,10034,"Mexican, Steakhouses, Seafood",American,Manhattan
566,HK Kitchen & Draft House,3.5,2,10465,"Bars, American, Chicken Wings",American,The Bronx
567,Prospect Coffee Shop,4.5,1,10459,"American, Coffee & Tea, Breakfast & Brunch",American,The Bronx
568,Nicks Garden Coffee Shop,4.0,1,10458,"Diners, Coffee & Tea",American,The Bronx
569,The Inn by Fumo,4.0,2,10031,"Sandwiches, Cocktail Bars, Comfort Food",American,Manhattan
570,Kai Sushi Asian Fusion,4.0,2,10461,"Asian Fusion, Chinese, Japanese",Japanese,The Bronx
571,Zhongzhong Noodles - Bronx,4.5,2,10458,"Chinese, Noodles, Ramen",Japanese,The Bronx
572,Aoyu Sushi,4.5,2,10463,"Japanese, Sushi Bars, Salad",Japanese,The Bronx
573,Tokyo House,4.0,2,10471,Japanese,Japanese,The Bronx
574,Sake II,3.5,2,10458,"Japanese, Sushi Bars",Japanese,The Bronx
575,Ramen Ku-Raku,4.0,2,10032,Ramen,Japanese,Manhattan
576,Izakaya Nana,4.5,3,11354,Izakaya,Japanese,Queens
577,Flame,4.0,3,10463,"Asian Fusion, Teppanyaki, Sushi Bars",Japanese,The Bronx
578,Mamasushi - Bronx,3.5,2,10465,"Sushi Bars, Cocktail Bars",Japanese,The Bronx
579,Yamada Japanese,3.5,2,10465,"Japanese, Sushi Bars",Japanese,The Bronx
580,Ohana,3.0,2,10464,"Japanese, Wine Bars",Japanese,The Bronx
581,Kiraku Sushi,3.5,2,10461,"Sushi Bars, Japanese",Japanese,The Bronx
582,Shangerila Restaurant,3.5,2,10461,"Sushi Bars, Buffets, Seafood",Japanese,The Bronx
583,Sugi Sushi,4.0,2,10465,"Sushi Bars, Japanese",Japanese,The Bronx
584,Loong Xin Asian cuisine,3.5,1,10466,"Japanese, Thai, Chinese",Japanese,The Bronx
585,Sarku Japan,4.0,1,10465,"Japanese, Sushi Bars",Japanese,The Bronx
586,Lin's Asian Cuisine,3.5,2,10462,"Chinese, Sushi Bars, Asian Fusion",Japanese,The Bronx
587,Tampopo Ramen,4.0,2,10033,Ramen,Japanese,Manhattan
588,Izakaya MEW,4.5,2,10001,"Tapas Bars, Sushi Bars, Izakaya",Japanese,Manhattan
589,Palace of Japan,3.5,2,10463,"Japanese, Bars, Sushi Bars",Japanese,The Bronx
590,Sushi Q Japanese Restaurant,3.5,2,10461,"Sushi Bars, Japanese",Japanese,The Bronx
591,Izakaya Fuku,4.5,2,11372,Japanese,Japanese,Queens
592,Moon Star Grill,4.0,2,10463,"Asian Fusion, Vietnamese",Japanese,The Bronx
593,Yuzu,4.0,2,10027,"Sushi Bars, Japanese",Japanese,Manhattan
594,Asian Tokyo,3.5,2,10471,"Japanese, Sushi Bars",Japanese,The Bronx
595,Raku,4.5,2,10003,"Japanese, Noodles",Japanese,Manhattan
596,Taqueria Tlaxcalli,4.5,2,10462,Mexican,Mexican,The Bronx
597,Cocina Chente,4.0,2,10463,"Mexican, Cocktail Bars",Mexican,The Bronx
598,Estrellita Poblana II,3.5,2,10467,Mexican,Mexican,The Bronx
599,Estrellita Poblana IV,4.0,2,10461,Mexican,Mexican,The Bronx
600,Estrellita Poblana,4.0,2,10462,Mexican,Mexican,The Bronx
601,Estrellita Poblana III,4.0,2,10458,Mexican,Mexican,The Bronx
602,Xochimilco Family Restaurant,4.5,2,10455,Mexican,Mexican,The Bronx
603,Mexicocina,3.5,2,10455,Mexican,Mexican,The Bronx
604,Los Girasoles Restaurant,4.5,1,10458,Mexican,Mexican,The Bronx
605,Picante Picante,4.0,2,10463,Mexican,Mexican,The Bronx
606,Guadalupe Restaurant,4.0,2,10034,"Mexican, Steakhouses, Seafood",Mexican,Manhattan
607,Mama Puebla,3.5,2,10465,Mexican,Mexican,The Bronx
608,Vida Verde,4.5,2,10019,"Cocktail Bars, Mexican, Venues & Event Spaces",Mexican,Manhattan
609,La Morada,4.5,2,10454,"Mexican, Vegetarian",Mexican,The Bronx
610,Rosa Mexicano,3.5,2,10023,Mexican,Mexican,Manhattan
611,La Contenta,4.5,2,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,Manhattan
612,Top Tortillas,4.0,1,10461,"Mexican, Tex-Mex",Mexican,The Bronx
613,El Molcajete,3.5,2,10472,Mexican,Mexican,The Bronx
614,Pique 86,4.5,1,10458,Mexican,Mexican,The Bronx
615,Tacos El Bronco II,4.5,1,10462,"Mexican, Food Trucks",Mexican,The Bronx
616,Santa Fe Grill & Bar,4.0,2,10471,"Mexican, Bars",Mexican,The Bronx
617,Frida's Tacos,4.5,2,10471,Tacos,Mexican,The Bronx
618,Metate,3.0,2,10463,Mexican,Mexican,The Bronx
619,Travesias,4.0,3,10465,Latin American,Mexican,The Bronx
620,Cinco De Mayo,3.5,1,10451,"Mexican, Caterers",Mexican,The Bronx
621,Cantina Taqueria & Tequila Bar,4.0,2,10026,"Mexican, Latin American, Cocktail Bars",Mexican,Manhattan
622,Havana Cafe,4.0,2,10461,"Cuban, Latin American",Mexican,The Bronx
